Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 03:16:44.705,114314.8,0.087,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.001,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.25,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.349,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.087,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.087,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.357,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.162,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.311,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.001,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.15,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.15,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.006,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.004,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.002,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.002,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.006,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.006,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.049,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.006,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.004,BTCUSDT
2025-09-30 03:16:44.707,114314.8,0.001,BTCUSDT
2025-09-30 03:16:44.707,114314.9,0.001,BTCUSDT
2025-09-30 03:16:44.707,114314.9,0.001,BTCUSDT
2025-09-30 03:16:44.707,114314.9,0.002,BTCUSDT
2025-09-30 03:16:44.707,114314.9,0.001,BTCUSDT
2025-09-30 03:16:44.707,114315.3,0.002,BTCUSDT
2025-09-30 03:16:44.707,114315.3,0.001,BTCUSDT
2025-09-30 03:16:44.707,114315.9,0.002,BTCUSDT
2025-09-30 03:16:44.707,114315.9,0.02,BTCUSDT
2025-09-30 03:16:44.707,114315.9,0.062,BTCUSDT
2025-09-30 03:16:44.707,114315.9,0.002,BTCUSDT
2025-09-30 03:16:44.707,114316.4,0.001,BTCUSDT
2025-09-30 03:16:44.707,114316.5,0.002,BTCUSDT
2025-09-30 03:16:44.707,114317.0,0.001,BTCUSDT
2025-09-30 03:16:44.707,114317.1,0.002,BTCUSDT
2025-09-30 03:16:44.707,114317.1,0.001,BTCUSDT
2025-09-30 03:16:44.707,114317.5,0.002,BTCUSDT
2025-09-30 03:16:44.707,114317.6,0.005,BTCUSDT
2025-09-30 03:16:44.707,114317.6,0.001,BTCUSDT
